tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags.fin,tcp.flags.syn,tcp.flags.ack,tcp.flags.push,tcp.flags.urg,tcp.window_size_value,tcp.hdr_len,tcp.len
48420,80,1,1,0,0,1,1,0,211,32,230
48084,80,1,1,0,0,1,1,0,211,32,230
48088,80,1,1,0,0,1,1,0,211,32,238
48090,80,1,1,0,0,1,1,0,211,32,230
48098,80,1,1,0,0,1,1,0,211,32,230
48660,80,1,1,0,0,1,1,0,211,32,230
48664,80,1,1,0,0,1,1,0,211,32,230
48586,80,1,1,0,0,1,1,0,211,32,230
48682,80,1,1,0,0,1,1,0,211,32,230
48678,80,1,1,0,0,1,1,0,211,32,230
48684,80,0,0,0,1,0,0,0,26883,40,0
48684,80,1,1,0,0,1,0,0,211,32,0
48684,80,1,1,0,0,1,1,0,211,32,230
48686,80,0,0,0,1,0,0,0,26883,40,0
48686,80,1,1,0,0,1,0,0,211,32,0
48686,80,1,1,0,0,1,1,0,211,32,230
48688,80,0,0,0,1,0,0,0,26883,40,0
48686,80,1,1,0,0,1,1,0,211,32,230
48684,80,1,1,0,0,1,1,0,211,32,230
48670,80,1,1,0,0,1,1,0,211,32,230
48636,80,1,1,0,0,1,1,0,211,32,230
48638,80,1,1,0,0,1,1,0,211,32,230
48672,80,1,1,0,0,1,1,0,211,32,230
48684,80,1,1,0,0,1,1,0,211,32,230
48686,80,1,1,0,0,1,1,0,211,32,230
48690,80,0,0,0,1,0,0,0,26883,40,0
48572,80,239,1,0,0,1,0,0,211,32,0
48678,80,1,1,0,0,1,1,0,211,32,230
48682,80,1,1,0,0,1,1,0,211,32,230
48574,80,231,1,0,0,1,0,0,211,32,0
48666,80,1,1,0,0,1,1,0,211,32,238
48686,80,1,1,0,0,1,1,0,211,32,230
48684,80,1,1,0,0,1,1,0,211,32,230
48688,80,0,0,0,1,0,0,0,26883,40,0
48688,80,1,1,0,0,1,0,0,211,32,0
48688,80,1,1,0,0,1,1,0,211,32,230
48692,80,0,0,0,1,0,0,0,26883,40,0
48692,80,1,1,0,0,1,0,0,211,32,0
48692,80,1,1,0,0,1,1,0,211,32,230
48694,80,0,0,0,1,0,0,0,26883,40,0
48680,80,0,0,0,1,0,0,0,26883,40,0
48590,80,1,1,0,0,1,1,0,211,32,230
48588,80,1,1,0,0,1,1,0,211,32,230
48688,80,1,1,0,0,1,1,0,211,32,230
48692,80,1,1,0,0,1,1,0,211,32,230
48674,80,1,1,0,0,1,1,0,211,32,230
48642,80,1,1,0,0,1,1,0,211,32,230
48640,80,1,1,0,0,1,1,0,211,32,230
48626,80,1,1,0,0,1,1,0,211,32,230
48676,80,1,1,0,0,1,1,0,211,32,230
48688,80,1,1,0,0,1,1,0,211,32,230
48692,80,1,1,0,0,1,1,0,211,32,230
48690,80,0,0,0,1,0,0,0,26883,40,0
48684,80,1,1,0,0,1,1,0,211,32,230
48686,80,1,1,0,0,1,1,0,211,32,230
48576,80,231,1,0,0,1,0,0,211,32,0
48580,80,231,1,0,0,1,0,0,211,32,0
48688,80,1,1,0,0,1,1,0,211,32,230
48450,80,1,1,0,0,1,1,0,211,32,230
48448,80,1,1,0,0,1,1,0,211,32,230
48434,80,1,1,0,0,1,1,0,211,32,230
48100,80,1,1,0,0,1,1,0,211,32,230
48106,80,1,1,0,0,1,1,0,211,32,230
48442,80,1,1,0,0,1,1,0,211,32,230
48110,80,1,1,0,0,1,1,0,211,32,230
48112,80,1,1,0,0,1,1,0,211,32,230
48596,80,1,1,0,0,1,1,0,211,32,230
48692,80,1,1,0,0,1,1,0,211,32,230
48694,80,0,0,0,1,0,0,0,26883,40,0
48694,80,1,1,0,0,1,0,0,211,32,0
48694,80,1,1,0,0,1,1,0,211,32,230
48696,80,0,0,0,1,0,0,0,26883,40,0
48696,80,1,1,0,0,1,0,0,211,32,0
48696,80,1,1,0,0,1,1,0,211,32,230
48698,80,0,0,0,1,0,0,0,26883,40,0
48594,80,1,1,0,0,1,1,0,211,32,230
48694,80,1,1,0,0,1,1,0,211,32,230
48696,80,1,1,0,0,1,1,0,211,32,230
48644,80,1,1,0,0,1,1,0,211,32,230
48646,80,1,1,0,0,1,1,0,211,32,230
48682,80,1,1,0,0,1,1,0,211,32,230
48678,80,1,1,0,0,1,1,0,211,32,230
48694,80,1,1,0,0,1,1,0,211,32,230
48696,80,1,1,0,0,1,1,0,211,32,230
48662,80,1,1,0,0,1,1,0,211,32,230
48668,80,1,1,0,0,1,1,0,211,32,230
48582,80,1,1,0,0,1,1,0,211,32,238
48688,80,1,1,0,0,1,1,0,211,32,230
48692,80,1,1,0,0,1,1,0,211,32,230
48582,80,239,1,0,0,1,0,0,211,32,0
48694,80,1,1,0,0,1,1,0,211,32,230
48592,80,1,1,0,0,1,1,0,211,32,230
48598,80,1,1,0,0,1,1,0,211,32,230
48696,80,1,1,0,0,1,1,0,211,32,230
48698,80,0,0,0,1,0,0,0,26883,40,0
48700,80,0,0,0,1,0,0,0,26883,40,0
48698,80,1,1,0,0,1,0,0,211,32,0
48700,80,1,1,0,0,1,0,0,211,32,0
48698,80,1,1,0,0,1,1,0,211,32,230
48702,80,0,0,0,1,0,0,0,26883,40,0
48700,80,1,1,0,0,1,1,0,211,32,230
48704,80,0,0,0,1,0,0,0,26883,40,0
48698,80,1,1,0,0,1,1,0,211,32,230
48700,80,1,1,0,0,1,1,0,211,32,230
48584,80,231,1,0,0,1,0,0,211,32,0
48650,80,1,1,0,0,1,1,0,211,32,230
48648,80,1,1,0,0,1,1,0,211,32,230
48686,80,1,1,0,0,1,1,0,211,32,230
48684,80,1,1,0,0,1,1,0,211,32,230
48698,80,1,1,0,0,1,1,0,211,32,230
48700,80,1,1,0,0,1,1,0,211,32,230
48672,80,1,1,0,0,1,1,0,211,32,230
48670,80,1,1,0,0,1,1,0,211,32,230
48690,80,0,0,0,1,0,0,0,26883,40,0
48694,80,1,1,0,0,1,1,0,211,32,230
48696,80,1,1,0,0,1,1,0,211,32,230
48698,80,1,1,0,0,1,1,0,211,32,230
48460,80,1,1,0,0,1,1,0,211,32,230
48458,80,1,1,0,0,1,1,0,211,32,238
48116,80,1,1,0,0,1,1,0,211,32,230
48124,80,1,1,0,0,1,1,0,211,32,230
48122,80,1,1,0,0,1,1,0,211,32,230
48128,80,1,1,0,0,1,1,0,211,32,230
48602,80,1,1,0,0,1,1,0,211,32,230
48700,80,1,1,0,0,1,1,0,211,32,230
48704,80,0,0,0,1,0,0,0,26883,40,0
48702,80,0,0,0,1,0,0,0,26883,40,0
48704,80,1,1,0,0,1,0,0,211,32,0
48702,80,1,1,0,0,1,0,0,211,32,0
48704,80,1,1,0,0,1,1,0,211,32,230
48706,80,0,0,0,1,0,0,0,26883,40,0
48702,80,1,1,0,0,1,1,0,211,32,230
48708,80,0,0,0,1,0,0,0,26883,40,0
48652,80,1,1,0,0,1,1,0,211,32,230
48578,80,231,1,0,0,1,0,0,211,32,0
48702,80,1,1,0,0,1,1,0,211,32,230
48704,80,1,1,0,0,1,1,0,211,32,230
48688,80,1,1,0,0,1,1,0,211,32,230
48654,80,1,1,0,0,1,1,0,211,32,230
48604,80,1,1,0,0,1,1,0,211,32,230
48692,80,1,1,0,0,1,1,0,211,32,230
48586,80,231,1,0,0,1,0,0,211,32,0
48704,80,1,1,0,0,1,1,0,211,32,230
48702,80,1,1,0,0,1,1,0,211,32,230
48676,80,1,1,0,0,1,1,0,211,32,230
48674,80,1,1,0,0,1,1,0,211,32,230
48698,80,1,1,0,0,1,1,0,211,32,230
48700,80,1,1,0,0,1,1,0,211,32,230
48702,80,1,1,0,0,1,1,0,211,32,230
48704,80,1,1,0,0,1,1,0,211,32,230
48708,80,0,0,0,1,0,0,0,26883,40,0
48706,80,0,0,0,1,0,0,0,26883,40,0
48708,80,1,1,0,0,1,0,0,211,32,0
48706,80,1,1,0,0,1,0,0,211,32,0
48708,80,1,1,0,0,1,1,0,211,32,230
48710,80,0,0,0,1,0,0,0,26883,40,0
48706,80,1,1,0,0,1,1,0,211,32,230
38006,80,351,1,0,0,1,1,0,211,32,8
38030,80,351,1,0,0,1,1,0,211,32,8
38034,80,351,1,0,0,1,1,0,211,32,8
38038,80,351,1,0,0,1,1,0,211,32,8
38042,80,351,1,0,0,1,1,0,211,32,8
38046,80,351,1,0,0,1,1,0,211,32,8
38050,80,351,1,0,0,1,1,0,211,32,8
38054,80,351,1,0,0,1,1,0,211,32,8
38058,80,351,1,0,0,1,1,0,211,32,8
38062,80,351,1,0,0,1,1,0,211,32,8
38066,80,351,1,0,0,1,1,0,211,32,8
38070,80,351,1,0,0,1,1,0,211,32,8
38076,80,351,1,0,0,1,1,0,211,32,8
38080,80,351,1,0,0,1,1,0,211,32,8
38082,80,351,1,0,0,1,1,0,211,32,8
38086,80,351,1,0,0,1,1,0,211,32,8
38092,80,351,1,0,0,1,1,0,211,32,8
38094,80,351,1,0,0,1,1,0,211,32,8
38098,80,351,1,0,0,1,1,0,211,32,8
38102,80,351,1,0,0,1,1,0,211,32,8
38106,80,351,1,0,0,1,1,0,211,32,8
38110,80,351,1,0,0,1,1,0,211,32,8
38114,80,351,1,0,0,1,1,0,211,32,8
38118,80,351,1,0,0,1,1,0,211,32,8
38122,80,351,1,0,0,1,1,0,211,32,8
38126,80,351,1,0,0,1,1,0,211,32,8
38130,80,351,1,0,0,1,1,0,211,32,8
38134,80,351,1,0,0,1,1,0,211,32,8
38140,80,351,1,0,0,1,1,0,211,32,8
38144,80,351,1,0,0,1,1,0,211,32,8
38148,80,351,1,0,0,1,1,0,211,32,8
38152,80,351,1,0,0,1,1,0,211,32,8
38156,80,351,1,0,0,1,1,0,211,32,8
38158,80,351,1,0,0,1,1,0,211,32,8
38176,80,351,1,0,0,1,1,0,211,32,8
38184,80,351,1,0,0,1,1,0,211,32,8
38192,80,351,1,0,0,1,1,0,211,32,8
38200,80,351,1,0,0,1,1,0,211,32,8
38208,80,351,1,0,0,1,1,0,211,32,8
48606,80,1,1,0,0,1,1,0,211,32,230
48708,80,1,1,0,0,1,1,0,211,32,230
48588,80,231,1,0,0,1,0,0,211,32,0
48706,80,231,1,0,0,1,1,0,211,32,8
48694,80,1,1,0,0,1,1,0,211,32,230
48696,80,1,1,0,0,1,1,0,211,32,230
48656,80,1,1,0,0,1,1,0,211,32,230
48658,80,1,1,0,0,1,1,0,211,32,230
48600,80,1,1,0,0,1,1,0,211,32,238
48590,80,231,1,0,0,1,0,0,211,32,0
48708,80,1,1,0,0,1,1,0,211,32,230
48706,80,1,1,0,0,1,1,0,211,32,238
48712,80,0,0,0,1,0,0,0,26883,40,0
48678,80,1,1,0,0,1,1,0,211,32,230
48682,80,1,1,0,0,1,1,0,211,32,230
48704,80,1,1,0,0,1,1,0,211,32,230
48702,80,1,1,0,0,1,1,0,211,32,230
48708,80,1,1,0,0,1,1,0,211,32,230
48478,80,1,1,0,0,1,1,0,211,32,230
48474,80,1,1,0,0,1,1,0,211,32,230
48470,80,1,1,0,0,1,1,0,211,32,230
48468,80,1,1,0,0,1,1,0,211,32,230
48464,80,1,1,0,0,1,1,0,211,32,230
48136,80,1,1,0,0,1,1,0,211,32,230
48126,80,1,1,0,0,1,1,0,211,32,238
48142,80,1,1,0,0,1,1,0,211,32,230
48144,80,1,1,0,0,1,1,0,211,32,230
48610,80,1,1,0,0,1,1,0,211,32,230
48706,80,1,1,0,0,1,1,0,211,32,238
48710,80,0,0,0,1,0,0,0,26883,40,0
48710,80,1,1,0,0,1,0,0,211,32,0
48710,80,1,1,0,0,1,1,0,211,32,230
48714,80,0,0,0,1,0,0,0,26883,40,0
48714,80,1,1,0,0,1,0,0,211,32,0
48714,80,1,1,0,0,1,1,0,211,32,230
48716,80,0,0,0,1,0,0,0,26883,40,0
48710,80,1,1,0,0,1,1,0,211,32,230
48714,80,1,1,0,0,1,1,0,211,32,230
48698,80,1,1,0,0,1,1,0,211,32,230
48594,80,231,1,0,0,1,0,0,211,32,0
48700,80,1,1,0,0,1,1,0,211,32,230
48664,80,1,1,0,0,1,1,0,211,32,230
48660,80,1,1,0,0,1,1,0,211,32,230
48596,80,231,1,0,0,1,0,0,211,32,0
48710,80,1,1,0,0,1,1,0,211,32,230
48714,80,1,1,0,0,1,1,0,211,32,230
48712,80,0,0,0,1,0,0,0,26883,40,0
48684,80,1,1,0,0,1,1,0,211,32,230
48686,80,1,1,0,0,1,1,0,211,32,230
48708,80,1,1,0,0,1,1,0,211,32,230
48706,80,1,1,0,0,1,1,0,211,32,238
48710,80,1,1,0,0,1,1,0,211,32,230
48612,80,1,1,0,0,1,1,0,211,32,230
48714,80,1,1,0,0,1,1,0,211,32,230
48716,80,0,0,0,1,0,0,0,26883,40,0
48716,80,1,1,0,0,1,0,0,211,32,0
48716,80,1,1,0,0,1,1,0,211,32,230
48718,80,0,0,0,1,0,0,0,26883,40,0
48718,80,1,1,0,0,1,0,0,211,32,0
48718,80,1,1,0,0,1,1,0,211,32,230
48720,80,0,0,0,1,0,0,0,26883,40,0
48716,80,1,1,0,0,1,1,0,211,32,230
48718,80,1,1,0,0,1,1,0,211,32,230
48598,80,231,1,0,0,1,0,0,211,32,0
48702,80,1,1,0,0,1,1,0,211,32,230
48704,80,1,1,0,0,1,1,0,211,32,230
48666,80,1,1,0,0,1,1,0,211,32,238
48716,80,1,1,0,0,1,1,0,211,32,230
48592,80,231,1,0,0,1,0,0,211,32,0
48718,80,1,1,0,0,1,1,0,211,32,230
48692,80,1,1,0,0,1,1,0,211,32,230
48688,80,1,1,0,0,1,1,0,211,32,230
48710,80,1,1,0,0,1,1,0,211,32,230
48714,80,1,1,0,0,1,1,0,211,32,230
48716,80,1,1,0,0,1,1,0,211,32,230
48480,80,1,1,0,0,1,1,0,211,32,230
48482,80,1,1,0,0,1,1,0,211,32,230
48476,80,1,1,0,0,1,1,0,211,32,230
48148,80,1,1,0,0,1,1,0,211,32,230
48146,80,1,1,0,0,1,1,0,211,32,230
48152,80,1,1,0,0,1,1,0,211,32,230
48616,80,1,1,0,0,1,1,0,211,32,230
48718,80,1,1,0,0,1,1,0,211,32,230
48720,80,0,0,0,1,0,0,0,26883,40,0
48720,80,1,1,0,0,1,0,0,211,32,0
48720,80,1,1,0,0,1,1,0,211,32,230
48722,80,0,0,0,1,0,0,0,26883,40,0
48722,80,1,1,0,0,1,0,0,211,32,0
48722,80,1,1,0,0,1,1,0,211,32,230
48724,80,0,0,0,1,0,0,0,26883,40,0
48726,80,0,0,0,1,0,0,0,26883,40,0
48618,80,1,1,0,0,1,1,0,211,32,230
48722,80,1,1,0,0,1,1,0,211,32,230
48720,80,1,1,0,0,1,1,0,211,32,230
48708,80,1,1,0,0,1,1,0,211,32,230
48602,80,231,1,0,0,1,0,0,211,32,0
48706,80,1,1,0,0,1,1,0,211,32,238
48720,80,1,1,0,0,1,1,0,211,32,230
48722,80,1,1,0,0,1,1,0,211,32,230
48604,80,231,1,0,0,1,0,0,211,32,0
48712,80,0,0,0,1,0,0,0,26883,40,0
48696,80,1,1,0,0,1,1,0,211,32,230
48694,80,1,1,0,0,1,1,0,211,32,230
48716,80,1,1,0,0,1,1,0,211,32,230
48718,80,1,1,0,0,1,1,0,211,32,230
48722,80,1,1,0,0,1,1,0,211,32,230
48720,80,1,1,0,0,1,1,0,211,32,230
48724,80,0,0,0,1,0,0,0,26883,40,0
48724,80,1,1,0,0,1,0,0,211,32,0
48724,80,1,1,0,0,1,1,0,211,32,230
48728,80,0,0,0,1,0,0,0,26883,40,0
48728,80,1,1,0,0,1,0,0,211,32,0
48728,80,1,1,0,0,1,1,0,211,32,230
48730,80,0,0,0,1,0,0,0,26883,40,0
48668,80,1,1,0,0,1,1,0,211,32,230
48726,80,0,0,0,1,0,0,0,26883,40,0
48662,80,1,1,0,0,1,1,0,211,32,230
48724,80,1,1,0,0,1,1,0,211,32,230
48728,80,1,1,0,0,1,1,0,211,32,230
48710,80,1,1,0,0,1,1,0,211,32,230
48714,80,1,1,0,0,1,1,0,211,32,230
48606,80,231,1,0,0,1,0,0,211,32,0
48620,80,1,1,0,0,1,1,0,211,32,230
48624,80,1,1,0,0,1,1,0,211,32,230
48724,80,1,1,0,0,1,1,0,211,32,230
48728,80,1,1,0,0,1,1,0,211,32,230
48600,80,239,1,0,0,1,0,0,211,32,0
48700,80,1,1,0,0,1,1,0,211,32,230
48698,80,1,1,0,0,1,1,0,211,32,230
48720,80,1,1,0,0,1,1,0,211,32,230
48722,80,1,1,0,0,1,1,0,211,32,230
48732,80,0,0,0,1,0,0,0,26883,40,0
48724,80,1,1,0,0,1,1,0,211,32,230
48496,80,1,1,0,0,1,1,0,211,32,230
48498,80,1,1,0,0,1,1,0,211,32,238
48492,80,1,1,0,0,1,1,0,211,32,230
48156,80,1,1,0,0,1,1,0,211,32,230
48494,80,1,1,0,0,1,1,0,211,32,230
48158,80,1,1,0,0,1,1,0,211,32,230
48160,80,1,1,0,0,1,1,0,211,32,230
48162,80,1,1,0,0,1,1,0,211,32,230
48166,80,1,1,0,0,1,1,0,211,32,230
48172,80,1,1,0,0,1,1,0,211,32,230
48728,80,1,1,0,0,1,1,0,211,32,230
48730,80,0,0,0,1,0,0,0,26883,40,0
48730,80,1,1,0,0,1,0,0,211,32,0
48730,80,1,1,0,0,1,1,0,211,32,230
48734,80,0,0,0,1,0,0,0,26883,40,0
48734,80,1,1,0,0,1,0,0,211,32,0
48734,80,1,1,0,0,1,1,0,211,32,230
48736,80,0,0,0,1,0,0,0,26883,40,0
48670,80,1,1,0,0,1,1,0,211,32,230
48672,80,1,1,0,0,1,1,0,211,32,230
48730,80,1,1,0,0,1,1,0,211,32,230
48734,80,1,1,0,0,1,1,0,211,32,230
48716,80,1,1,0,0,1,1,0,211,32,230
48718,80,1,1,0,0,1,1,0,211,32,230
48622,80,1,1,0,0,1,1,0,211,32,230
48628,80,1,1,0,0,1,1,0,211,32,230
48610,80,231,1,0,0,1,0,0,211,32,0
48730,80,1,1,0,0,1,1,0,211,32,230
48734,80,1,1,0,0,1,1,0,211,32,230
48738,80,0,0,0,1,0,0,0,26883,40,0
48704,80,1,1,0,0,1,1,0,211,32,230
48702,80,1,1,0,0,1,1,0,211,32,230
48724,80,1,1,0,0,1,1,0,211,32,230
48728,80,1,1,0,0,1,1,0,211,32,230
48732,80,0,0,0,1,0,0,0,26883,40,0
48730,80,1,1,0,0,1,1,0,211,32,230
48630,80,1,1,0,0,1,1,0,211,32,238
48734,80,1,1,0,0,1,1,0,211,32,230
48736,80,0,0,0,1,0,0,0,26883,40,0
48736,80,1,1,0,0,1,0,0,211,32,0
48736,80,1,1,0,0,1,1,0,211,32,230
48740,80,0,0,0,1,0,0,0,26883,40,0
48740,80,1,1,0,0,1,0,0,211,32,0
48740,80,1,1,0,0,1,1,0,211,32,230
48742,80,0,0,0,1,0,0,0,26883,40,0
48726,80,0,0,0,1,0,0,0,26883,40,0
48674,80,1,1,0,0,1,1,0,211,32,230
48676,80,1,1,0,0,1,1,0,211,32,230
48632,80,1,1,0,0,1,1,0,211,32,238
48740,80,1,1,0,0,1,1,0,211,32,230
48736,80,1,1,0,0,1,1,0,211,32,230
48722,80,1,1,0,0,1,1,0,211,32,230
48720,80,1,1,0,0,1,1,0,211,32,230
48612,80,231,1,0,0,1,0,0,211,32,0
48614,80,231,1,0,0,1,0,0,211,32,0
48738,80,0,0,0,1,0,0,0,26883,40,0
48736,80,1,1,0,0,1,1,0,211,32,230
48740,80,1,1,0,0,1,1,0,211,32,230
48706,80,1,1,0,0,1,1,0,211,32,238
48708,80,1,1,0,0,1,1,0,211,32,230
48730,80,1,1,0,0,1,1,0,211,32,230
48734,80,1,1,0,0,1,1,0,211,32,230
48510,80,1,1,0,0,1,1,0,211,32,230
48508,80,1,1,0,0,1,1,0,211,32,230
48506,80,1,1,0,0,1,1,0,211,32,230
48178,80,1,1,0,0,1,1,0,211,32,230
48180,80,1,1,0,0,1,1,0,211,32,230
48502,80,1,1,0,0,1,1,0,211,32,230
48186,80,1,1,0,0,1,1,0,211,32,230
48614,80,1,1,0,0,1,1,0,211,32,230
48740,80,1,1,0,0,1,1,0,211,32,230
48736,80,1,1,0,0,1,1,0,211,32,230
48742,80,0,0,0,1,0,0,0,26883,40,0
48742,80,1,1,0,0,1,0,0,211,32,0
48742,80,1,1,0,0,1,1,0,211,32,230
48744,80,0,0,0,1,0,0,0,26883,40,0
48744,80,1,1,0,0,1,0,0,211,32,0
48744,80,1,1,0,0,1,1,0,211,32,230
48746,80,0,0,0,1,0,0,0,26883,40,0
48682,80,1,1,0,0,1,1,0,211,32,230
48678,80,1,1,0,0,1,1,0,211,32,230
48742,80,1,1,0,0,1,1,0,211,32,230
48744,80,1,1,0,0,1,1,0,211,32,230
48724,80,1,1,0,0,1,1,0,211,32,230
48728,80,1,1,0,0,1,1,0,211,32,230
48634,80,1,1,0,0,1,1,0,211,32,230
48742,80,1,1,0,0,1,1,0,211,32,230
48616,80,231,1,0,0,1,0,0,211,32,0
48618,80,231,1,0,0,1,0,0,211,32,0
48744,80,1,1,0,0,1,1,0,211,32,230
48714,80,1,1,0,0,1,1,0,211,32,230
48710,80,1,1,0,0,1,1,0,211,32,230
48732,80,0,0,0,1,0,0,0,26883,40,0
48736,80,1,1,0,0,1,1,0,211,32,230
48740,80,1,1,0,0,1,1,0,211,32,230
48742,80,1,1,0,0,1,1,0,211,32,230
48744,80,1,1,0,0,1,1,0,211,32,230
48746,80,0,0,0,1,0,0,0,26883,40,0
48748,80,0,0,0,1,0,0,0,26883,40,0
48746,80,1,1,0,0,1,0,0,211,32,0
48748,80,1,1,0,0,1,0,0,211,32,0
48746,80,1,1,0,0,1,1,0,211,32,230
48750,80,0,0,0,1,0,0,0,26883,40,0
48748,80,1,1,0,0,1,1,0,211,32,230
48752,80,0,0,0,1,0,0,0,26883,40,0
48686,80,1,1,0,0,1,1,0,211,32,230
48684,80,1,1,0,0,1,1,0,211,32,230
48748,80,1,1,0,0,1,1,0,211,32,230
48746,80,1,1,0,0,1,1,0,211,32,230
48730,80,1,1,0,0,1,1,0,211,32,230
48734,80,1,1,0,0,1,1,0,211,32,230
48638,80,1,1,0,0,1,1,0,211,32,230
48636,80,1,1,0,0,1,1,0,211,32,230
48620,80,231,1,0,0,1,0,0,211,32,0
48624,80,231,1,0,0,1,0,0,211,32,0
48738,80,0,0,0,1,0,0,0,26883,40,0
48746,80,1,1,0,0,1,1,0,211,32,230
48748,80,1,1,0,0,1,1,0,211,32,230
48718,80,1,1,0,0,1,1,0,211,32,230
48716,80,1,1,0,0,1,1,0,211,32,230
48742,80,1,1,0,0,1,1,0,211,32,230
48744,80,1,1,0,0,1,1,0,211,32,230
48528,80,1,1,0,0,1,1,0,211,32,230
48514,80,1,1,0,0,1,1,0,211,32,230
48526,80,1,1,0,0,1,1,0,211,32,230
48524,80,1,1,0,0,1,1,0,211,32,230
48188,80,1,1,0,0,1,1,0,211,32,230
48520,80,1,1,0,0,1,1,0,211,32,230
48512,80,1,1,0,0,1,1,0,211,32,230
48192,80,1,1,0,0,1,1,0,211,32,230
48196,80,1,1,0,0,1,1,0,211,32,230
48748,80,1,1,0,0,1,1,0,211,32,230
48746,80,1,1,0,0,1,1,0,211,32,230
48752,80,0,0,0,1,0,0,0,26883,40,0
48750,80,0,0,0,1,0,0,0,26883,40,0
48752,80,1,1,0,0,1,0,0,211,32,0
48750,80,1,1,0,0,1,0,0,211,32,0
48752,80,1,1,0,0,1,1,0,211,32,230
48754,80,0,0,0,1,0,0,0,26883,40,0
48750,80,1,1,0,0,1,1,0,211,32,230
48756,80,0,0,0,1,0,0,0,26883,40,0
48688,80,1,1,0,0,1,1,0,211,32,230
48692,80,1,1,0,0,1,1,0,211,32,230
48750,80,1,1,0,0,1,1,0,211,32,230
48752,80,1,1,0,0,1,1,0,211,32,230
48640,80,1,1,0,0,1,1,0,211,32,230
48642,80,1,1,0,0,1,1,0,211,32,230
48740,80,1,1,0,0,1,1,0,211,32,230
48736,80,1,1,0,0,1,1,0,211,32,230
48628,80,231,1,0,0,1,0,0,211,32,0
48622,80,231,1,0,0,1,0,0,211,32,0
48752,80,1,1,0,0,1,1,0,211,32,230
48750,80,1,1,0,0,1,1,0,211,32,230
48720,80,1,1,0,0,1,1,0,211,32,230
48722,80,1,1,0,0,1,1,0,211,32,230
37976,80,375,1,0,0,1,1,0,211,32,8
37978,80,375,1,0,0,1,1,0,211,32,8
37980,80,375,1,0,0,1,1,0,211,32,8
37982,80,375,1,0,0,1,1,0,211,32,8
37984,80,375,1,0,0,1,1,0,211,32,8
37986,80,375,1,0,0,1,1,0,211,32,8
37988,80,375,1,0,0,1,1,0,211,32,8
37992,80,375,1,0,0,1,1,0,211,32,8
37990,80,375,1,0,0,1,1,0,211,32,8
37994,80,375,1,0,0,1,1,0,211,32,8
37996,80,375,1,0,0,1,1,0,211,32,8
37998,80,375,1,0,0,1,1,0,211,32,8
38000,80,375,1,0,0,1,1,0,211,32,8
38002,80,375,1,0,0,1,1,0,211,32,8
38004,80,375,1,0,0,1,1,0,211,32,8
38032,80,375,1,0,0,1,1,0,211,32,8
38036,80,375,1,0,0,1,1,0,211,32,8
38040,80,375,1,0,0,1,1,0,211,32,8
38044,80,375,1,0,0,1,1,0,211,32,8
38048,80,375,1,0,0,1,1,0,211,32,8
38052,80,375,1,0,0,1,1,0,211,32,8
38056,80,375,1,0,0,1,1,0,211,32,8
38060,80,375,1,0,0,1,1,0,211,32,8
38064,80,375,1,0,0,1,1,0,211,32,8
38068,80,375,1,0,0,1,1,0,211,32,8
38072,80,375,1,0,0,1,1,0,211,32,8
38074,80,375,1,0,0,1,1,0,211,32,8
38078,80,375,1,0,0,1,1,0,211,32,8
38084,80,375,1,0,0,1,1,0,211,32,8
38088,80,375,1,0,0,1,1,0,211,32,8
38090,80,375,1,0,0,1,1,0,211,32,8
38096,80,375,1,0,0,1,1,0,211,32,8
38100,80,375,1,0,0,1,1,0,211,32,8
38104,80,375,1,0,0,1,1,0,211,32,8
38108,80,375,1,0,0,1,1,0,211,32,8
38112,80,375,1,0,0,1,1,0,211,32,8
38116,80,375,1,0,0,1,1,0,211,32,8
38120,80,375,1,0,0,1,1,0,211,32,8
38124,80,375,1,0,0,1,1,0,211,32,8
38128,80,375,1,0,0,1,1,0,211,32,8
38132,80,375,1,0,0,1,1,0,211,32,8
38136,80,375,1,0,0,1,1,0,211,32,8
38138,80,375,1,0,0,1,1,0,211,32,8
38142,80,375,1,0,0,1,1,0,211,32,8
38146,80,375,1,0,0,1,1,0,211,32,8
38150,80,375,1,0,0,1,1,0,211,32,8
38154,80,375,1,0,0,1,1,0,211,32,8
38160,80,375,1,0,0,1,1,0,211,32,8
38174,80,375,1,0,0,1,1,0,211,32,8
48746,80,1,1,0,0,1,1,0,211,32,230
48748,80,1,1,0,0,1,1,0,211,32,230
48750,80,1,1,0,0,1,1,0,211,32,230
48752,80,1,1,0,0,1,1,0,211,32,230
48756,80,0,0,0,1,0,0,0,26883,40,0
48754,80,0,0,0,1,0,0,0,26883,40,0
48756,80,1,1,0,0,1,0,0,211,32,0
48754,80,1,1,0,0,1,0,0,211,32,0
48756,80,1,1,0,0,1,1,0,211,32,230
48758,80,0,0,0,1,0,0,0,26883,40,0
48754,80,1,1,0,0,1,1,0,211,32,230
48760,80,0,0,0,1,0,0,0,26883,40,0
48694,80,1,1,0,0,1,1,0,211,32,230
48696,80,1,1,0,0,1,1,0,211,32,230
48754,80,1,1,0,0,1,1,0,211,32,230
48756,80,1,1,0,0,1,1,0,211,32,230
48742,80,1,1,0,0,1,1,0,211,32,230
48744,80,1,1,0,0,1,1,0,211,32,230
48646,80,1,1,0,0,1,1,0,211,32,230
48644,80,1,1,0,0,1,1,0,211,32,230
